32 32 --------
6002545	0
6002609	0
6094720	0
6094735	0
6094784	0
6094799	0
6097712	0
6196081	0
6196145	0
6196161	0
6196273	0
6285328	0
6285343	0
6288256	0
6288320	0
6288336	0
6288448	0
6291456	0
32 64 --------
49217	30
49281	30
95312	962
95327	1
95376	962
95391	1
96848	31
96896	31
3001201	0
3001265	0
3047296	0
3047311	0
3047360	0
3047375	0
3048752	0
3097969	0
3098033	0
3098049	0
3098161	0
3142672	0
3142687	0
3144064	0
3144128	0
3144144	0
3144256	0
3145728	0
6146929	30
6146993	30
6193024	962
6193039	1
6193088	962
6193103	1
6194480	62
6243697	0
6243761	0
6243777	0
6243889	0
6288400	0
6288415	0
6289792	0
6289856	0
6289872	0
6289984	0
6291456	0
32 128 --------
24641	540
24705	540
47696	17316
47711	18
47760	17316
47775	18
48464	558
48512	558
1500529	0
1500593	0
1523584	0
1523599	0
1523648	0
1523663	0
1524272	0
1548913	0
1548977	0
1548993	0
1549105	0
1571344	0
1571359	0
1571968	0
1572032	0
1572048	0
1572160	0
1572864	0
1597505	360
1597569	360
1620560	11544
1620575	12
1620624	11544
1620639	12
1621328	372
1621376	372
3073393	540
3073457	540
3096448	17316
3096463	18
3096512	17316
3096527	18
3097136	1116
3121777	0
3121841	0
3121857	0
3121969	0
3144208	0
3144223	0
3144832	0
3144896	0
3144912	0
3145024	0
3145728	0
3170369	180
3170433	180
3193424	5772
3193439	6
3193488	5772
3193503	6
3194192	186
3194240	186
4646257	360
4646321	360
4669312	11544
4669327	12
4669376	11544
4669391	12
4670000	744
4694641	0
4694705	0
4694721	0
4694833	0
4717072	0
4717087	0
4717696	0
4717760	0
4717776	0
4717888	0
4718592	0
6219121	180
6219185	180
6242176	5772
6242191	6
6242240	5772
6242255	6
6242864	372
6267505	0
6267569	0
6267585	0
6267697	0
6289936	0
6289951	0
6290560	0
6290624	0
6290640	0
6290752	0
6291456	0
32 256 --------
12353	1.0584e+06
12417	1.0584e+06
23888	3.39394e+07
23903	35280
23952	3.39394e+07
23967	35280
24272	1.09368e+06
24320	1.09368e+06
750193	0
750257	0
761728	0
761743	0
761792	0
761807	0
762032	0
774385	0
774449	0
774465	0
774577	0
785680	0
785695	0
785920	0
785984	0
786000	0
786112	0
786432	0
798785	907200
798849	907200
810320	2.90909e+07
810335	30240
810384	2.90909e+07
810399	30240
810704	937440
810752	937440
1536625	1.0584e+06
1536689	1.0584e+06
1548160	3.39394e+07
1548175	35280
1548224	3.39394e+07
1548239	35280
1548464	2.18736e+06
1560817	0
1560881	0
1560897	0
1561009	0
1572112	0
1572127	0
1572352	0
1572416	0
1572432	0
1572544	0
1572864	0
1585217	756000
1585281	756000
1596752	2.42424e+07
1596767	25200
1596816	2.42424e+07
1596831	25200
1597136	781200
1597184	781200
2323057	907200
2323121	907200
2334592	2.90909e+07
2334607	30240
2334656	2.90909e+07
2334671	30240
2334896	1.87488e+06
2347249	0
2347313	0
2347329	0
2347441	0
2358544	0
2358559	0
2358784	0
2358848	0
2358864	0
2358976	0
2359296	0
2371649	604800
2371713	604800
2383184	1.93939e+07
2383199	20160
2383248	1.93939e+07
2383263	20160
2383568	624960
2383616	624960
3109489	756000
3109553	756000
3121024	2.42424e+07
3121039	25200
3121088	2.42424e+07
3121103	25200
3121328	1.5624e+06
3133681	0
3133745	0
3133761	0
3133873	0
3144976	0
3144991	0
3145216	0
3145280	0
3145296	0
3145408	0
3145728	0
3158081	453600
3158145	453600
3169616	1.45454e+07
3169631	15120
3169680	1.45454e+07
3169695	15120
3170000	468720
3170048	468720
3895921	604800
3895985	604800
3907456	1.93939e+07
3907471	20160
3907520	1.93939e+07
3907535	20160
3907760	1.24992e+06
3920113	0
3920177	0
3920193	0
3920305	0
3931408	0
3931423	0
3931648	0
3931712	0
3931728	0
3931840	0
3932160	0
3944513	302400
3944577	302400
3956048	9.69696e+06
3956063	10080
3956112	9.69696e+06
3956127	10080
3956432	312480
3956480	312480
4682353	453600
4682417	453600
4693888	1.45454e+07
4693903	15120
4693952	1.45454e+07
4693967	15120
4694192	937440
4706545	0
4706609	0
4706625	0
4706737	0
4717840	0
4717855	0
